"记录时间","知识库名称","笔记名称","语雀路径","本地导出路径","失败阶段","错误类型","错误原因","重试次数"
"2026-04-09T00:54:39.629Z","职业工作","时空信息新型基础测绘实景三维中国论坛丨会议纪要","https://www.yuque.com/baimoushare/gongzuo/pqb47y","D:\01. 个人创作\编程工具\01. PC软件\09.语雀笔记导出MD\.tmp-verify-sheet-and-board\职业工作\公司相关\会议\公司会议\2022年\2022年中会议收集资料\时空信息新型基础测绘实景三维中国论坛丨会议纪要.md","提取表格与复杂块","画板内容已导出为附加文件","检测到普通文档中内嵌了语雀画板卡片。正文文本已正常导出，内嵌画板则保留为 Yuque JSON/PNG 附加文件，而不是强行改写成 Markdown 大纲。原因：unsupported-root-type:geometry","0"
